"Component","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61726","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61726","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4341","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4341","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4337","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4337","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-68121","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-68121","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5037","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5037","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-22871","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-22871","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-3563","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-3563","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2026-27145","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2026-27145","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-hcg3-q754-cr77","HIGH","golang.org/x/crypto","v0.31.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.31.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-hcg3-q754-cr77","HIGH","golang.org/x/crypto","v0.31.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.31.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-3487","HIGH","golang.org/x/crypto","v0.31.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.31.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
