"Component","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-hcg3-q754-cr77","HIGH","golang.org/x/crypto","v0.31.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.31.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-hcg3-q754-cr77","HIGH","golang.org/x/crypto","v0.31.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.31.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-22871","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-22871","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-6v2p-p543-phr9","HIGH","golang.org/x/oauth2","v0.24.0","0.27.0","A high vulnerability in go-module package: golang.org/x/oauth2, version v0.24.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GHSA-6v2p-p543-phr9","HIGH","golang.org/x/oauth2","v0.24.0","0.27.0","A high vulnerability in go-module package: golang.org/x/oauth2, version v0.24.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61723","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61723","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61725","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61725","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61726","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61726","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-68121","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-68121","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-58188","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-58188","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-58187","HIGH","stdlib","go1.23.7","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-58187","HIGH","stdlib","go1.23.7","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61729","HIGH","stdlib","go1.23.7","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61729","HIGH","stdlib","go1.23.7","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-47907","HIGH","stdlib","go1.23.7","1.23.12,1.24.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-47907","HIGH","stdlib","go1.23.7","1.23.12,1.24.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61731","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61731","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61732","HIGH","stdlib","go1.23.7","1.24.13,1.25.7","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-61732","HIGH","stdlib","go1.23.7","1.24.13,1.25.7","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-4674","HIGH","stdlib","go1.23.7","1.23.11,1.24.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","CVE-2025-4674","HIGH","stdlib","go1.23.7","1.23.11,1.24.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-15467","CRITICAL","libcrypto3","3.3.3-r0","3.3.6-r0","A critical vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-15467","CRITICAL","libssl3","3.3.3-r0","3.3.6-r0","A critical vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
